"name","brand","price","old_price","link","image_main","images_detail","bluetooth","bảo mật nâng cao","chip xử lý (cpu)","chip đồ họa (gpu)","chất liệu","công nghệ màn hình","công nghệ pin","cổng kết nối/sạc","danh bạ","dung lượng còn lại (khả dụng) khoảng","dung lượng lưu trữ","dung lượng pin","ghi âm","gps","hãng","hệ điều hành","hỗ trợ sạc tối đa","jack tai nghe","kháng nước, bụi","kích thước, khối lượng","kết nối khác","loại pin","màn hình rộng","mạng di động","mặt kính cảm ứng","nghe nhạc","quay phim camera sau","radio","ram","sim","sạc kèm theo máy","thiết kế","thẻ nhớ","thời điểm ra mắt","tính năng camera sau","tính năng camera trước","tính năng đặc biệt","tốc độ cpu","wifi","xem phim","đèn flash camera sau","độ phân giải camera sau","độ phân giải camera trước","độ phân giải màn hình","độ sáng tối đa"
"Samsung Galaxy S25 FE 5G 8GB/128GB","Samsung","14390000","0","https://www.thegioididong.com/dtdd/samsung-galaxy-s25-fe-5g-8gb-128gb","https://cdn.tgdd.vn/Products/Images/42/342560/samsung-galaxy-s25-fe-blue-thumbai-600x600.jpg","https://cdn.tgdd.vn/Products/Images/42/342560/Slider/samsung-galaxy-s25-fe-5g-8gb-128gb638949099676825952.jpg|https://cdn.tgdd.vn/Products/Images/42/342560/Slider/samsung-galaxy-s25-fe-5g-8gb-128gb638939584852306915.jpg|https://cdn.tgdd.vn/Products/Images/42/342560/Slider/samsung-galaxy-s25-fe-5g-8gb-128gb638949099687766144.jpg|https://cdn.tgdd.vn/Products/Images/42/342560/Slider/samsung-galaxy-s25-fe-5g-8gb-128gb638949099679395955.jpg|https://cdn.tgdd.vn/Products/Images/42/342560/Slider/samsung-galaxy-s25-fe-5g-8gb-128gb638949099674066081.jpg|https://cdn.tgdd.vn/Products/Images/42/342560/Slider/samsung-galaxy-s25-fe-5g-8gb-128gb638949099681896008.jpg|https://cdn.tgdd.vn/Products/Images/42/342560/Slider/samsung-galaxy-s25-fe-5g-8gb-128gb638949099685005993.jpg|https://cdn.tgdd.vn/Products/Images/42/342560/Slider/samsung-galaxy-s25-fe-5g-8gb-128gb638949099671226165.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/342560/samsung-galaxy-s25-fe-blue-1-638938966754898129-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/342560/samsung-galaxy-s25-fe-blue-2-638938966721691086-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/342560/samsung-galaxy-s25-fe-blue-3-638938966715521988-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/342560/samsung-galaxy-s25-fe-blue-4-638938966708861699-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/342560/samsung-galaxy-s25-fe-blue-5-638938966702603121-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/342560/samsung-galaxy-s25-fe-blue-6-638938966695680449-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/342560/samsung-galaxy-s25-fe-blue-7-638938966688279056-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/342560/samsung-galaxy-s25-fe-blue-8-638938966682089576-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/342560/samsung-galaxy-s25-fe-blue-9-638938966675869546-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/342560/samsung-galaxy-s25-fe-blue-10-638938966748758854-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/342560/samsung-galaxy-s25-fe-blue-11-638938966741732405-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/342560/samsung-galaxy-s25-fe-blue-12-638938966735615935-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/342560/samsung-galaxy-s25-fe-blue-13-638938966728352145-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/342560/Kit/samsung-galaxy-s25-fe-bbh-638938969525392029.jpg","Có","Mở khoá vân tay dưới màn hình | Mở khoá khuôn mặt","Exynos 2400 10 nhân","Đang cập nhật","Khung nhôm & Mặt lưng kính cường lực","Dynamic AMOLED 2X","Tiết kiệm pin | Sạc pin nhanh | Sạc không dây","Type-C","Không giới hạn","104 GB","128 GB","4900 mAh","Ghi âm mặc định | Ghi âm cuộc gọi","Có","Samsung.Xem thông tin hãng | Xem thông tin hãng","Android 16","45 W","Type-C","IP68","Dài 161.3 mm - Ngang 76.6 mm - Dày 7.4 mm - Nặng 190 g","NFC","Đang cập nhật","6.7"" - Tần số quét120 Hz | 120 Hz","Hỗ trợ 5G","Kính cường lực Corning Gorilla Glass Victus+","DFF | XMF | WAV | RTX | RTTTL | OTA | OGG | OGA | Midi | MXMF | MP3 | M4A | IMY | FLAC | DSF | AWB | APE | AMR | AAC | 3GA","8K 4320p@30fps","","8 GB","2 Nano SIM + 1 eSIM","","Nguyên khối","","09/2025","Zoom quang học | Zoom kỹ thuật số | Toàn cảnh (Panorama) | Super HDR | Góc siêu rộng (Ultrawide) | Chọn ảnh chân dung đẹp nhất (Best Face) | Ban đêm (Night Mode)","Chọn ảnh chân dung đẹp nhất (Best Face)","Trợ lý ảo Google Gemini | Now Brief | Khoanh tròn để tìm kiếm | Audio Eraser","3.2 GHz","Có","WEBM | MP4 | MKV | M4V | FLV | AVI | 3GP | 3G2","Có","Chính 50 MP & Phụ 12 MP, 8 MP","12 MP","Full HD+ (1080 x 2340 Pixels)","1900 nits"
"Samsung Galaxy A17 5G 8GB/128GB","Samsung","5990000","0","https://www.thegioididong.com/dtdd/samsung-galaxy-a17-5g-8gb-128gb","https://cdn.tgdd.vn/Products/Images/42/341688/TimerThumb/samsung-galaxy-a17-5g-xam-thumbsale.jpg","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/341688/samsung-galaxy-a17-5g-gray-1-638925131547875229-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/341688/samsung-galaxy-a17-5g-gray-2-638925131541619295-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/341688/samsung-galaxy-a17-5g-gray-3-638925131535079597-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/341688/samsung-galaxy-a17-5g-gray-4-638925131528503776-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/341688/samsung-galaxy-a17-5g-gray-5-638925131519844861-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/341688/samsung-galaxy-a17-5g-gray-6-638925131512486372-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/341688/samsung-galaxy-a17-5g-gray-7-638925131505532821-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/341688/samsung-galaxy-a17-5g-gray-8-638925131497911816-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/341688/samsung-galaxy-a17-5g-gray-9-638925131491175268-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/341688/samsung-galaxy-a17-5g-gray-10-638925131484367936-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/341688/samsung-galaxy-a17-5g-gray-11-638925131477412712-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/341688/samsung-galaxy-a17-5g-gray-12-638925131468522278-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/341688/samsung-galaxy-a17-5g-gray-13-638925131460429115-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/341688/Kit/galaxy-a17-5g-bbh-638925134410222538.jpg","v5.3","Mở khoá vân tay cạnh viền | Mở khoá khuôn mặt","Exynos 1330","Đang cập nhật","Khung & Mặt lưng nhựa","Super AMOLED","Tiết kiệm pin | Sạc pin nhanh","Type-C","Không giới hạn","107 GB","128 GB","5000 mAh","Ghi âm mặc định | Ghi âm cuộc gọi","QZSS | GPS | GLONASS | GALILEO | BEIDOU","Samsung.Xem thông tin hãng | Xem thông tin hãng","Android 15","25 W","Type-C","IP54","Dài 164.4 mm - Ngang 77.9 mm - Dày 7.5 mm - Nặng 192 g","NFC","Li-Ion","6.7"" - Tần số quét 90 Hz","Hỗ trợ 5G","Kính cường lực Corning Gorilla Glass Victus","XMF | WAV | RTX | RTTTL | OTA | OGG | OGA | Midi | MXMF | MP3 | M4A | IMY | FLAC | AWB | AMR | AAC | 3GA","HD 720p@120fps | FullHD 1080p@30fps","","8 GB","2 Nano SIM","","Nguyên khối","MicroSD, hỗ trợ tối đa 2 TB","08/2025","Zoom kỹ thuật số | Xóa phông | Tự động lấy nét (AF) | Trôi nhanh thời gian (Time Lapse) | Toàn cảnh (Panorama) | Siêu cận (Macro) | Quay chậm (Slow Motion) | Làm đẹp | Chống rung quang học (OIS) | Chế độ thức ăn | Chuyên nghiệp (Pro) | Ban đêm (Night Mode)","Xóa phông | Nhãn dán (AR Stickers) | Làm đẹp","Trợ lý ảo Google Gemini | Smart Switch (ứng dụng chuyển đổi dữ liệu) | Khoanh tròn để tìm kiếm","2 nhân 2.4 GHz & 6 nhân 2 GHz","Wi-Fi hotspot | Wi-Fi Direct | Wi-Fi 5 | Dual-band (2.4 GHz/5 GHz)","WEBM | MP4 | MKV | M4V | FLV | AVI | 3GP | 3G2","Có","Chính 50 MP & Phụ 5 MP, 2 MP","13 MP","Full HD+ (1080 x 2340 Pixels)","800 nits"
"Samsung Galaxy A07 4GB/64GB","Samsung","2690000","0","https://www.thegioididong.com/dtdd/samsung-galaxy-a07-4gb-64gb","https://cdn.tgdd.vn/Products/Images/42/341802/TimerThumb/samsung-galaxy-a07-tim-thumbsale.jpg","https://cdn.tgdd.vn/Products/Images/42/341802/Slider/samsung-galaxy-a07-4gb-64gb638966390629817180.jpg|https://cdn.tgdd.vn/Products/Images/42/341802/Slider/samsung-galaxy-a07-4gb-64gb638966390627947128.jpg|https://cdn.tgdd.vn/Products/Images/42/341802/Slider/samsung-galaxy-a07-4gb-64gb638966390620136985.jpg|https://cdn.tgdd.vn/Products/Images/42/341802/Slider/samsung-galaxy-a07-4gb-64gb638966390621866985.jpg|https://cdn.tgdd.vn/Products/Images/42/341802/Slider/samsung-galaxy-a07-4gb-64gb638966390625187612.jpg|https://cdn.tgdd.vn/Products/Images/42/341802/Slider/samsung-galaxy-a07-4gb-64gb638966390626637135.jpg|https://cdn.tgdd.vn/Products/Images/42/341802/Slider/samsung-galaxy-a07-4gb-64gb638966390623837053.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/341802/samsung-galaxy-a07-tim-1-638914788222395533-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/341802/samsung-galaxy-a07-tim-2-638914788228035527-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/341802/samsung-galaxy-a07-tim-3-638914788234456835-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/341802/samsung-galaxy-a07-tim-4-638914788240480002-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/341802/samsung-galaxy-a07-tim-5-638914788247173625-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/341802/samsung-galaxy-a07-tem-99-638939762346052415-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/341802/Kit/samsung-galaxy-a07-bbh-638939763620720668.jpg","v5.3","Mở khoá vân tay cạnh viền | Mở khoá khuôn mặt","MediaTek Helio G99","Đang cập nhật","Khung & Mặt lưng nhựa","PLS LCD","Tiết kiệm pin | Sạc pin nhanh","Type-C","Không giới hạn","","64 GB","5000 mAh","Ghi âm mặc định | Ghi âm cuộc gọi","QZSS | GPS | GLONASS | GALILEO | BEIDOU","Samsung.Xem thông tin hãng | Xem thông tin hãng","Android 15","25 W","3.5 mm","IP54","Dài 167.4 mm - Ngang 77.4 mm - Dày 7.6 mm - Nặng 184 g","","Li-Ion","6.7"" - Tần số quét 90 Hz","Hỗ trợ 4G","Kính cường lực Panda","XMF | WAV | RTX | RTTTL | OTA | OGG | OGA | Midi | MXMF | MP3 | M4A | IMY | FLAC | AWB | AMR | AAC | 3GA","","Có","4 GB","2 Nano SIM","","Nguyên khối","MicroSD, hỗ trợ tối đa 1.5 TB","08/2025","Zoom kỹ thuật số | Xóa phông | Tự động lấy nét (AF) | Trôi nhanh thời gian (Time Lapse) | Toàn cảnh (Panorama) | Quay chậm (Slow Motion) | Làm đẹp | Chế độ thức ăn | Chuyên nghiệp (Pro) | Ban đêm (Night Mode)","Xóa phông | Làm đẹp","","2 nhân 2.2 GHz & 6 nhân 2.0 GHz","Wi-Fi hotspot | Wi-Fi Direct | Wi-Fi 5 | Dual-band (2.4 GHz/5 GHz)","WEBM | MP4 | MKV | M4V | FLV | AVI | 3GP | 3G2","Có","Chính 50 MP & Phụ 2 MP","8 MP","HD+ (720 x 1600 Pixels)","480 nits"
"Samsung Galaxy S25 Ultra 5G 12GB/256GB","Samsung","27280000","0","https://www.thegioididong.com/dtdd/samsung-galaxy-s25-ultra","https://cdn.tgdd.vn/2025/11/timerseo/333347.jpg","https://cdn.tgdd.vn/Products/Images/42/333347/Slider/vi-vn-samsung-galaxy-s25-ultra-1.jpg|https://cdn.tgdd.vn/Products/Images/42/333347/Slider/vi-vn-samsung-galaxy-s25-ultra-google-ai-pro.jpg|https://cdn.tgdd.vn/Products/Images/42/333347/Slider/vi-vn-samsung-galaxy-s25-ultra-2.jpg|https://cdn.tgdd.vn/Products/Images/42/333347/Slider/vi-vn-samsung-galaxy-s25-ultra-3.jpg|https://cdn.tgdd.vn/Products/Images/42/333347/Slider/vi-vn-samsung-galaxy-s25-ultra-4.jpg|https://cdn.tgdd.vn/Products/Images/42/333347/Slider/samsung-galaxy-s25-ultra-camera-1564x866.jpg|https://cdn.tgdd.vn/Products/Images/42/333347/Slider/vi-vn-samsung-galaxy-s25-ultra-6.jpg|https://cdn.tgdd.vn/Products/Images/42/333347/Slider/vi-vn-samsung-galaxy-s25-ultra-7.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/333347/galaxy-s25-ultra-xanh-duong-1-638748062746442173-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/333347/galaxy-s25-ultra-xanh-duong-2-638748062758229668-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/333347/galaxy-s25-ultra-xanh-duong-3-638748062764503326-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/333347/galaxy-s25-ultra-xanh-duong-4-638748062771158312-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/333347/galaxy-s25-ultra-xanh-duong-5-638748062778912339-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/333347/galaxy-s25-ultra-xanh-duong-6-638748062784844881-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/333347/galaxy-s25-ultra-xanh-duong-7-638748062793118964-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/333347/galaxy-s25-ultra-xanh-duong-8-638748062798961633-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/333347/galaxy-s25-ultra-xanh-duong-9-638748062805345658-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/333347/galaxy-s25-ultra-xanh-duong-10-638748062811470629-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/333347/galaxy-s25-ultra-xanh-duong-11-638748062818212758-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/333347/galaxy-s25-ultra-xanh-duong-12-638748062824735660-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/333347/galaxy-s25-ultra-xanh-duong-13-638748062831546930-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/333347/samsung-galaxy-s25-ultra-tem-99-638752165613464225-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/333347/Kit/samsung-galaxy-s25-ultra-mohop-638752171421177545.jpg","v5.4","Mở khoá vân tay dưới màn hình | Mở khoá khuôn mặt","Qualcomm Snapdragon 8 Elite For Galaxy 8 nhân","Adreno 830","Khung Titan & Mặt lưng kính cường lực","Dynamic AMOLED 2X","Tiết kiệm pin | Sạc pin nhanh | Sạc ngược không dây | Sạc không dây","Type-C","Không giới hạn","222.7 GB","256 GB","5000 mAh","Ghi âm mặc định | Ghi âm cuộc gọi","QZSS | GPS | GLONASS | GALILEO | BEIDOU","Samsung.Xem thông tin hãng | Xem thông tin hãng","Android 15","45 W","Type-C","IP68","Dài 162.8 mm - Ngang 77.6 mm - Dày 8.2 mm - Nặng 218 g","NFC","Li-Ion","6.9"" - Tần số quét120 Hz | 120 Hz","Hỗ trợ 5G","Kính cường lực Corning Gorilla Armor 2","WAV | OGG | OGA | MP3 | Midi | FLAC | AWB | AMR | AAC | 3GA","FullHD 1080p@240fps | FullHD 1080p@120fps | 8K 4320p@30fps","","12 GB","2 Nano SIM hoặc 2 eSIM hoặc 1 Nano SIM + 1 eSIM","","Nguyên khối","","01/2025","Ảnh Raw | Zoom quang học | Zoom kỹ thuật số | Xóa phông | Tự động lấy nét (AF) | Super HDR | Quay video định dạng Log | Quay video ban đêm | Làm đẹp | Góc siêu rộng (Ultrawide) | Chống rung quang học (OIS) | Ban đêm (Night Mode)","Xóa phông | Tự động lấy nét (AF) | Làm đẹp | Chụp đêm","Trợ lý cuộc gọi | Trợ lý chỉnh ảnh | Samsung DeX (Kết nối màn hình sử dụng giao diện tương tự PC) | Phiên dịch trực tiếp | Khả năng tương thích bút S Pen | Khoanh vùng search đa năng","4.47 GHz","Wi-Fi MIMO | Wi-Fi hotspot | Wi-Fi Direct | Wi-Fi 7 | Dual-band (2.4 GHz/5 GHz) | 6 GHz","WEBM | MP4 | MKV | M4V | FLV | AVI | 3GP | 3G2","Có","Chính 200 MP & Phụ 50 MP, 50 MP, 10 MP","12 MP","2K+ (1440 x 3120 Pixels)","2600 nits"
"Samsung Galaxy Z Fold7 5G 12GB/256GB","Samsung","42990000","0","https://www.thegioididong.com/dtdd/samsung-galaxy-z-fold7","https://cdn.tgdd.vn/Products/Images/42/338738/samsung-galaxy-z-fold7-black-thumb-1-600x600.jpg","https://cdn.tgdd.vn/Products/Images/42/338738/Slider/vi-vn-samsung-galaxy-z-fold7-1.jpg|https://cdn.tgdd.vn/Products/Images/42/338738/Slider/vi-vn-samsung-galaxy-z-fold7-flip7.jpg|https://cdn.tgdd.vn/Products/Images/42/338738/Slider/vi-vn-samsung-galaxy-z-fold7-2.jpg|https://cdn.tgdd.vn/Products/Images/42/338738/Slider/vi-vn-samsung-galaxy-z-fold7-3.jpg|https://cdn.tgdd.vn/Products/Images/42/338738/Slider/vi-vn-samsung-galaxy-z-fold7-4.jpg|https://cdn.tgdd.vn/Products/Images/42/338738/Slider/vi-vn-samsung-galaxy-z-fold7-5.jpg|https://cdn.tgdd.vn/Products/Images/42/338738/Slider/vi-vn-samsung-galaxy-z-fold7-6.jpg|https://cdn.tgdd.vn/Products/Images/42/338738/Slider/vi-vn-samsung-galaxy-z-fold7-7.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/338738/samsung-galaxy-z-fold7-black-1-638889670464205544-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/338738/samsung-galaxy-z-fold7-black-2-638889670470176145-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/338738/samsung-galaxy-z-fold7-black-3-638889670476632839-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/338738/samsung-galaxy-z-fold7-black-4-638889670485537590-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/338738/samsung-galaxy-z-fold7-black-5-638889670492188552-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/338738/samsung-galaxy-z-fold7-black-6-638889670498208733-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/338738/samsung-galaxy-z-fold7-black-7-638889670506053333-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/338738/samsung-galaxy-z-fold7-black-8-638889670512330107-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/338738/samsung-galaxy-z-fold7-black-9-638889670518309622-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/338738/samsung-galaxy-z-fold7-black-10-638889670524165114-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/338738/samsung-galaxy-z-fold7-black-11-638889670531379852-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/338738/samsung-galaxy-z-fold7-black-12-638889670537868154-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/338738/samsung-galaxy-z-fold7-black-13-638889670544447542-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/338738/samsung-galaxy-z-fold7-black-14-638889670550588839-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/338738/samsung-galaxy-z-fold7-black-15-638889670556993424-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/338738/samsung-galaxy-z-fold7-tem-99-638889672527332645-750x500.jpg|https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/338738/Kit/samsung-galaxy-z-fold7-bbh-638889681346218861.jpg","v5.4","Mở khoá vân tay cạnh viền | Mở khoá khuôn mặt","Qualcomm Snapdragon 8 Elite For Galaxy 8 nhân","Adreno 830","Khung nhôm & Mặt lưng kính cường lực","Dynamic AMOLED 2X","Tiết kiệm pin | Sạc pin nhanh | Sạc không dây","Type-C","Không giới hạn","223.6 GB","256 GB","4400 mAh","Ghi âm mặc định | Ghi âm cuộc gọi","QZSS | GPS | GLONASS | GALILEO | BEIDOU","Samsung.Xem thông tin hãng | Xem thông tin hãng","Android 16","25 W","Type-C","IP48","Dài 158.4 mm - Ngang 143.2 mm (khi mở) | 72.8 mm (khi gập) - Dày 4.2 mm (khi mở) | 8.9 mm (khi gập) - Nặng 215g","OTG | NFC","Li-Ion","Chính 8.0"" & Phụ 6.5"" - Tần số quét120 Hz | 120 Hz","Hỗ trợ 5G","Kính cường lực Corning Gorilla Glass Ceramic 2","XMF | WAV | RTX | RTTTL | OTA | OGG | OGA | Midi | MXMF | MP3 | M4A | IMY | FLAC | AWB | APE | AMR | AAC | 3GA","FullHD 1080p@240fps | FullHD 1080p@120fps | 8K 4320p@30fps | 4K 2160p@120fps","","12 GB","2 Nano SIM hoặc 2 eSIM hoặc 1 Nano SIM + 1 eSIM","","Nguyên khối","","07/2025","Zoom quang học | Zoom kỹ thuật số | Xóa phông | Tự động lấy nét (AF) | Toàn cảnh (Panorama) | Quay chậm (Slow Motion) | Làm đẹp | HDR | Góc siêu rộng (Ultrawide) | Chống rung quang học (OIS) | Chọn ảnh chân dung đẹp nhất (Best Face) | Ban đêm (Night Mode) | Audio zoom","Xóa phông | Làm đẹp | Chọn ảnh chân dung đẹp nhất (Best Face)","Trợ lý ảo Google Gemini | Smart Switch (ứng dụng chuyển đổi dữ liệu) | Samsung DeX (Kết nối màn hình sử dụng giao diện tương tự PC) | Now Brief | Khoanh tròn để tìm kiếm | Audio Eraser","4.47 GHz","Wi-Fi hotspot | Wi-Fi Direct | Dual-band (2.4 GHz/5 GHz)","WEBM | MP4 | MKV | M4V | FLV | AVI | 3GP | 3G2","Có","Chính 200 MP & Phụ 12 MP, 10 MP","Trong 10 MP & Ngoài 10 MP","Chính: QXGA+ (1968 x 2184 Pixels) & Phụ: Full HD+ (1080 x 2520 Pixels)","2600 nits"
"Samsung Galaxy A56 5G 12GB/256GB","Samsung","10880000","0","https://www.thegioididong.com/dtdd/samsung-galaxy-a56?utm_flashsale=1","https://cdn.tgdd.vn/Products/Images/42/334932/TimerThumb/samsung-galaxy-a56-5g-hong-thumbsale.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Samsung Galaxy A26 5G 6GB/128GB","Samsung","5870000","0","https://www.thegioididong.com/dtdd/samsung-galaxy-a26-6gb-128gb","https://cdn.tgdd.vn/Products/Images/42/335915/TimerThumb/samsung-galaxy-a26-5g-den-thumbsale.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
